"id","term","category","weight"
"10326","grading","LABEL","-0.00000868936114707"
"10327","vampire","LABEL","-0.000014348133617"
"10328","bando","LABEL","0.00000378887695648"
"10329","pilots","LABEL","-0.000011663355249"
"10330","sneaker","LABEL","0.000000497132009088"
"10331","victorious","LABEL","-0.00000615958338903"
"10332","trooper","LABEL","0.00000112734680946"
"10333","heartless","LABEL","0.0000201351532869"
"10334","elephant","LABEL","-0.000000225076619915"
"10335","say","LABEL","0.000545124886692"
"10336","#vma","LABEL","-0.00000351591201507"
"10337","#stress","LABEL","0.00000112983407097"
"10338","thoughts","LABEL","0.0000506756667769"
"10339","person's","LABEL","0.00000215546992418"
"10340","skeptical","LABEL","-0.00000383956066196"
"10341","careers","LABEL","-0.00000106608888525"
"10342","carded","LABEL","-0.000000748718512794"
"10343","musikfest","LABEL","0.00000235656504286"
"10344","boooooo","LABEL","-0.000000269751966044"
"10345","peice","LABEL","0.00000174143668699"
"10346","idky","LABEL","-0.000000500488590856"
"10347","giveaways","LABEL","0.000000142557292459"
"10348","kidnapping","LABEL","-0.000000415071295899"
"10349","uncle","LABEL","-0.000019039273719"
"10350","niceee","LABEL","0.00000172579318918"
"10351","nearest","LABEL","-0.000000830654147302"
"10352","ecstasy","LABEL","0.00000380960553839"
"10353","winning","LABEL","-0.0000319400380645"
"10354","thread","LABEL","-0.00000357847689937"
"10355","nows","LABEL","0.00000130748071016"
"10356","luvs","LABEL","-0.00000346520262846"
"10357","prevail","LABEL","0.000000562273088583"
"10358","3's","LABEL","0.00000218776112172"
"10359","glen","LABEL","-0.00000206605984064"
"10360","cigarettes","LABEL","0.0000316155059508"
"10361","herself","LABEL","0.00000398151459865"
"10362","scientists","LABEL","-0.00000219952333026"
"10363","marathon","LABEL","-0.0000295897526487"
"10364","roadhouse","LABEL","0.00000421127730984"
"10365","comedy","LABEL","-0.0000235479159364"
"10366","invent","LABEL","-0.00000255830960544"
"10367","bigfoot","LABEL","0.000000740109150166"
"10368","wanders","LABEL","0.0000030347334804"
"10369","ckin","LABEL","0.00000192331718826"
"10370","embracing","LABEL","-0.00000094747934307"
"10371","amir","LABEL","0.000000783494913297"
"10372","82","LABEL","-0.00000672450678213"
"10373","flooding","LABEL","0.00000224028520747"
"10374","route","LABEL","-0.0000109165496932"
"10375","pusha","LABEL","0.000000150269444828"
"10376","sista","LABEL","-0.0000132995403246"
"10377","kayaking","LABEL","-0.00000133063268112"
"10378","nicer","LABEL","-0.00000199920459919"
"10379","discounted","LABEL","-0.000000750828050117"
"10380","toenails","LABEL","-0.000000414687132955"
"10381","recliner","LABEL","-0.00000163728392062"
"10382","yik","LABEL","-0.00000198215864273"
"10383","crow","LABEL","0.00000150554073241"
"10384","wishin","LABEL","0.00000203154733875"
"10385","vmas","LABEL","-0.0000147335908237"
"10386","pretty","LABEL","-0.00000482527019265"
"10387","doorbell","LABEL","0.0000000267703644796"
"10388","follower","LABEL","-0.000124277319935"
"10389","2:00","LABEL","0.00000172716070964"
"10390","inadequate","LABEL","0.00000103537908151"
"10391","ground","LABEL","-0.000000378788767066"
"10392","weeee","LABEL","0.000000284763463752"
"10393","japan","LABEL","-0.0000312566389282"
"10394","harmless","LABEL","0.00000199665700292"
"10395","ughhhhhh","LABEL","0.00000331490396967"
"10396","festive","LABEL","-0.0000029605656245"
"10397","shoppin","LABEL","0.00000387203655284"
"10398","gc","LABEL","-0.00000483677058474"
"10399","ah","LABEL","0.00000611894915656"
"10400","amazed","LABEL","-0.00000275707169519"
"10401","listeners","LABEL","-0.00000119024233325"
"10402","logic","LABEL","0.0000036400127258"
"10403","lifeguard","LABEL","-0.00000241322791945"
"10404","thinking","LABEL","0.000155004889214"
"10405","#notokay","LABEL","0.00000163838591049"
"10406","key","LABEL","-0.00000109043154859"
"10407","lick","LABEL","0.0000221165705923"
"10408","investigate","LABEL","-0.0000000356300514537"
"10409","cheesecake","LABEL","-0.0000110300472102"
"10410","psychic","LABEL","-0.00000370844323247"
"10411","feisty","LABEL","-0.0000000673501481746"
"10412","glasses","LABEL","-0.0000031519766231"
"10413","deep","LABEL","0.0000669206802708"
"10414","rebound","LABEL","0.00000325158337308"
"10415","eva","LABEL","0.00000520628223215"
"10416","sigma","LABEL","0.000000169815295907"
"10417","60's","LABEL","0.00000298470543272"
"10418","2015","LABEL","-0.0000316237187266"
"10419","cking","LABEL","-0.000000878130016356"
"10420","convert","LABEL","-0.000000643048488856"
"10421","realistically","LABEL","-0.000000722156356696"
"10422","fck","LABEL","0.0000223837472058"
"10423","pass","LABEL","-0.0000170115949897"
"10424","flippin","LABEL","0.00000247932592496"
"10425","milestone","LABEL","-0.00000328599383172"
"10426","neglected","LABEL","0.0000018971997062"
"10427","adam","LABEL","-0.0000340115308516"
"10428","#karma","LABEL","-0.00000325818536171"
"10429","sans","LABEL","-0.00000162152162705"
"10430","4-5","LABEL","0.000000408392958626"
"10431","creepers","LABEL","0.000000739732611985"
"10432","lin","LABEL","-0.000000516192451389"
"10433","risky","LABEL","-0.00000019285478132"
"10434","rewind","LABEL","0.00000229590169073"
"10435","poster","LABEL","-0.0000493170216413"
"10436","otter","LABEL","-0.000000818975110715"
"10437","wireless","LABEL","-0.0000180219969397"
"10438","monthly","LABEL","-0.00000294290391424"
"10439","#nerdstatus","LABEL","0.0000000967930082248"
"10440","legged","LABEL","0.0000000484410489973"
"10441","initiative","LABEL","-0.000000566857111947"
"10442","unopened","LABEL","-0.000000105157434585"
"10443","brook","LABEL","0.000000286639455204"
"10444","regulars","LABEL","0.000000379269653071"
"10445","customized","LABEL","-0.00000188784773097"
"10446","gimmie","LABEL","0.000000278748421249"
"10447","nods","LABEL","0.00000859536385753"
"10448","envy","LABEL","-0.00000253810016576"
"10449","duties","LABEL","0.000000198236024279"
"10450","erica","LABEL","-0.0000197284194631"
"10451","bitten","LABEL","0.00000166595514765"
"10452","lagoon","LABEL","0.0000024706162293"
"10453","mu","LABEL","-0.000043009223266"
"10454","#crying","LABEL","-0.000000276340638699"
"10455","sink","LABEL","0.00000967715647759"
"10456","franks","LABEL","-0.00000286996449307"
"10457","cleavage","LABEL","0.00000606363824242"
"10458","rational","LABEL","0.00000300817305432"
"10459","pumping","LABEL","0.0000000210206367192"
"10460","cp","LABEL","-0.00000111320632258"
"10461","surely","LABEL","0.00000514455934175"
"10462","snap","LABEL","-0.0000145582106383"
"10463","stomp","LABEL","0.00000131867873843"
"10464","aggression","LABEL","0.00000236443177977"
"10465","lincoln","LABEL","0.00000184817906851"
"10466","#throwback","LABEL","0.00000695993854262"
"10467","dancing","LABEL","-0.000035551542909"
"10468","1994","LABEL","-0.000000434106896278"
"10469","poking","LABEL","0.00000184106465604"
"10470","diggy","LABEL","-0.00000612008623118"
"10471","gfs","LABEL","0.00000896740068771"
"10472","investigating","LABEL","-0.00000134712822763"
"10473","creds","LABEL","-0.00000645120299702"
"10474","speeding","LABEL","0.000000621663440694"
"10475","heartache","LABEL","0.0000068485393061"
"10476","destined","LABEL","-0.000000226556748586"
"10477","applies","LABEL","0.000000946941728158"
"10478","ughhhhh","LABEL","0.00000988081296926"
"10479","birdman","LABEL","0.00000135749311227"
"10480","appears","LABEL","-0.000000816527906636"
"10481","singles","LABEL","-0.00000134176757876"
"10482","loans","LABEL","0.000000620216120837"
"10483","scores","LABEL","-0.00000657249317155"
"10484","#heaven","LABEL","0.00000177521518645"
"10485","factory","LABEL","-0.0000104604327198"
"10486","83","LABEL","-0.00000683183902707"
"10487","undertaker","LABEL","-0.00000131424662935"
"10488","grrrrr","LABEL","0.00000130624154469"
"10489","blatant","LABEL","-0.00000000891043183368"
"10490","older","LABEL","0.000017247056776"
"10491","avant","LABEL","0.0000010768194771"
"10492","global","LABEL","-0.00000925940119773"
"10493","applaud","LABEL","0.000000203940858832"
"10494","ob","LABEL","-0.00000314994966043"
"10495","twd","LABEL","-0.00000247687602979"
"10496","wardrobe","LABEL","-0.00000100486346079"
"10497","pleaseeeeee","LABEL","-0.00000419266354741"
"10498","avi","LABEL","0.0000304673000189"
"10499","championship","LABEL","-0.0000191310575362"
"10500","#go","LABEL","0.000000670101681159"
"10501","retires","LABEL","-0.00000092960011809"
"10502","raff","LABEL","-0.00000528717385918"
"10503","untouchable","LABEL","-0.000000221876210289"
"10504","suree","LABEL","-0.00000153816886639"
"10505","#score","LABEL","0.00000185276838425"
"10506","wack","LABEL","0.0000153128063544"
"10507","1600","LABEL","-0.0000010750738998"
"10508","orgy","LABEL","-0.000000539483760808"
"10509","irs","LABEL","0.00000148789586077"
"10510","#selfiesunday","LABEL","0.00000314371037615"
"10511","albino","LABEL","-0.00000188755768741"
"10512","3,000","LABEL","-0.00000106529537212"
"10513","lrt","LABEL","0.0000124474956856"
"10514","vines","LABEL","-0.000019426616892"
"10515","diners","LABEL","-0.000000717272151504"
"10516","forrest","LABEL","0.000000422309973888"
"10517","gearing","LABEL","-0.00000147433496823"
"10518","ow","LABEL","-0.00000791426068819"
"10519","acquaintances","LABEL","0.000000301868347765"
"10520","rub","LABEL","0.0000293454742556"
"10521","frisky","LABEL","0.00000226984376419"
"10522","pornography","LABEL","0.000000568447140202"
"10523","mi","LABEL","-0.000191464117011"
"10524","certain","LABEL","0.0000536711788885"
"10525","rebellion","LABEL","-0.000000993168693047"
"10526","aren","LABEL","-0.00000137001729272"
"10527","allows","LABEL","-0.0000031664447036"
"10528","standby","LABEL","-0.0000000472071328171"
"10529","zelda","LABEL","-0.00000715175474428"
"10530","truely","LABEL","0.00000210440601923"
"10531","stat","LABEL","-0.00001052340365"
"10532","stalked","LABEL","-0.000000416342527362"
"10533","snuggie","LABEL","0.00000112360520179"
"10534","tag","LABEL","-0.0000243315512442"
"10535","megan's","LABEL","-0.00000280595753493"
"10536","conference","LABEL","-0.0000148381699571"
"10537","frustrating","LABEL","-0.00000210043800895"
"10538","okay","LABEL","-0.0000197655352898"
"10539","stoppp","LABEL","-0.00000168871428208"
"10540","hay","LABEL","-0.00000538385698697"
"10541","messi","LABEL","-0.0000121669079904"
"10542","nowhere","LABEL","0.0000514325835069"
"10543","rihanna","LABEL","-0.0000295135435749"
"10544","challenge","LABEL","-0.0000414027569916"
"10545","tipping","LABEL","-0.00000266234784171"
"10546","derek","LABEL","-0.0000251243028491"
"10547","handles","LABEL","0.000000544817829275"
"10548","drivin","LABEL","0.000000706509313041"
"10549","dieting","LABEL","0.000000235107095535"
"10550","donating","LABEL","-0.00000191892925237"
"10551","circumstances","LABEL","0.00000267620917634"
"10552","figures","LABEL","0.00000260339832014"
"10553","weenie","LABEL","-0.00000180697449461"
"10554","itz","LABEL","0.00000751469090488"
"10555","snupe","LABEL","0.0000029493584734"
"10556","isaiah","LABEL","0.00000439731505023"
"10557","aside","LABEL","0.00000357559021925"
"10558","catherine","LABEL","-0.0000038514984231"
"10559","swim","LABEL","-0.0000235214216596"
"10560","#tgif","LABEL","0.00000199683236476"
"10561","squirrels","LABEL","0.00000101542783687"
"10562","mashup","LABEL","-0.00000442622318086"
"10563","powdered","LABEL","0.000000367957228352"
"10564","#nostalgia","LABEL","-0.00000521440459322"
"10565","washer","LABEL","-0.00000081036959941"
"10566","differences","LABEL","0.000000450754677333"
"10567","bachelor","LABEL","-0.00000527062268109"
"10568","collapsed","LABEL","-0.00000149397683537"
"10569","ipa","LABEL","-0.0000208041171746"
"10570","force","LABEL","0.000000670805228352"
"10571","#fuckthat","LABEL","-0.000000009231627473"
"10572","acrylic","LABEL","-0.0000442899715424"
"10573","sat","LABEL","-0.0000123146388833"
"10574","confirming","LABEL","-0.000000763863753964"
"10575","idols","LABEL","-0.00000749999508333"
"10576","dutch","LABEL","0.0000291714348143"
"10577","representation","LABEL","-0.000000774933935156"
"10578","3g","LABEL","0.000000410935458047"
"10579","yummm","LABEL","-0.0000000411411806088"
"10580","pos","LABEL","-0.00000304042304864"
"10581","responsibility","LABEL","0.00000613659387078"
"10582","wanelo","LABEL","-0.00000163104583709"
"10583","dj's","LABEL","-0.00000184116606529"
"10584","#anytakers","LABEL","0.00000151564465313"
"10585","borrowed","LABEL","-0.0000020751661735"
"10586","kissy","LABEL","-0.00000213246506083"
"10587","veil","LABEL","0.0000175973959925"
"10588","sheen","LABEL","-0.00000256061343625"
"10589","admissions","LABEL","-0.000000739422800801"
"10590","#byefelicia","LABEL","0.000000582371429949"
"10591","olives","LABEL","-0.00000231921667425"
"10592","perpetually","LABEL","-0.000000514768720286"
"10593","shoprite","LABEL","0.00000063266193049"
"10594","shelf","LABEL","-0.00000130659623557"
"10595","splitting","LABEL","0.00000117841477242"
"10596","midget","LABEL","-0.00000121882030042"
"10597","louie","LABEL","-0.00000541917558906"
"10598","discuss","LABEL","-0.00000360124878631"
"10599","commander","LABEL","0.0000013670342916"
"10600","circa","LABEL","-0.00000382266754501"
"10601","valued","LABEL","-0.00000216314417505"
"10602","ends","LABEL","-0.0000082795387309"
"10603","squares","LABEL","0.00000011079665666"
"10604","allowed","LABEL","-0.0000137684957421"
"10605","gab","LABEL","0.00000150181941241"
"10606","majestic","LABEL","-0.000000566787341492"
"10607","sandcastle","LABEL","0.000000511038928466"
"10608","employer","LABEL","-0.000000115643448389"
"10609","notices","LABEL","0.00000161175325102"
"10610","acquired","LABEL","0.000000964050107793"
"10611","#dinner","LABEL","-0.00000115666605339"
"10612","hmph","LABEL","-0.00000413472564701"
"10613","stood","LABEL","0.00000391293313047"
"10614","snake","LABEL","-0.00000652670653945"
"10615","clothed","LABEL","0.00000112242103883"
"10616","hakeem","LABEL","-0.00000851715079209"
"10617","burping","LABEL","0.00000123893390212"
"10618","gs","LABEL","-0.00000851129579314"
"10619","picks","LABEL","-0.0000138252078572"
"10620","#clueless","LABEL","-0.000000371280671567"
"10621","robby","LABEL","-0.00000116414150839"
"10622","#starving","LABEL","0.00000572374913197"
"10623","boycott","LABEL","-0.00000100243404449"
"10624","vegetarian","LABEL","-0.00000640347229727"
"10625","spouse","LABEL","-0.00000449455941886"
"10626","can","LABEL","0.000327140718096"
"10627","dressed","LABEL","0.0000456839965287"
"10628","offical","LABEL","-0.000000217065072674"
"10629","reference","LABEL","-0.00000703586603489"
"10630","hopsin","LABEL","-0.00000109887299321"
"10631","prisoner","LABEL","0.00000218037119085"
"10632","cutting","LABEL","0.0000149366902457"
"10633","calc","LABEL","-0.0000246957309561"
"10634","technique","LABEL","-0.000000387056108484"
"10635","household","LABEL","-0.0000106366540418"
"10636","hosted","LABEL","-0.0000115705438867"
"10637","terio","LABEL","0.000000499740351397"
"10638","nearby","LABEL","-0.00000614868184678"
"10639","whooping","LABEL","0.00000484974101809"
"10640","sm","LABEL","-0.0000408760963474"
"10641","practice","LABEL","-0.0000996949626186"
"10642","racking","LABEL","0.00000030694537557"
"10643","disabled","LABEL","-0.00000290237265893"
"10644","sidekick","LABEL","-0.00000203776365129"
"10645","cover","LABEL","-0.0000281147766075"
"10646","119","LABEL","0.000000216020328854"
"10647","intellectual","LABEL","0.00000212536216175"
"10648","morning","LABEL","0.00000241300323136"
"10649","underway","LABEL","-0.00000217203388193"
"10650","outttt","LABEL","0.0000013589409206"
"10651","bugging","LABEL","0.00000173507242163"
"10652","unfollowed","LABEL","-0.0000716098801036"
"10653","blesses","LABEL","0.000000533888054528"
"10654","opener","LABEL","-0.00000683569178031"
"10655","spruce","LABEL","-0.000000838806107193"
"10656","allstar","LABEL","0.000000400090829249"
"10657","arrange","LABEL","-0.000000583940146854"
"10658","blade","LABEL","0.00000157439426938"
"10659","addicts","LABEL","0.00000383041465925"
"10660","#fireworks","LABEL","0.000000858223507288"
"10661","#vegas","LABEL","-0.00000321160293034"
"10662","eyes","LABEL","0.000138134520082"
"10663","yayyy","LABEL","0.00000760597053398"
"10664","str8","LABEL","-0.00000686908839524"
"10665","immediate","LABEL","-0.00000235254727043"
"10666","cheater","LABEL","0.00000360593703998"
"10667","crippled","LABEL","0.00000210224517686"
"10668","tasting","LABEL","-0.000000642438825082"
"10669","fw","LABEL","0.00000796517334333"
"10670","daydreams","LABEL","0.000000588044180307"
"10671","tches","LABEL","0.0000102302221679"
